,language,position,gender_tuned,income_level,price
1103,Turkish,10,female,9126.561346,18
1104,Turkish,22,female,9126.561346,12
1105,Turkish,34,female,9126.561346,15
1106,Turkish,20,male,9126.561346,12
1107,Turkish,7,male,9126.561346,24
1108,Turkish,6,male,9126.561346,9
1109,Turkish,15,male,9126.561346,24
1110,Turkish,25,female,9126.561346,27
1111,Turkish,37,male,9126.561346,24
1112,Turkish,9,male,9126.561346,15
1113,Turkish,14,female,9126.561346,21
1114,Turkish,13,male,9126.561346,33
1115,Turkish,32,female,40493.92857,12
1116,Turkish,17,female,9126.561346,33
1117,Turkish,12,male,9126.561346,18
1118,Turkish,30,male,9126.561346,12
1119,Vietnamese,18,female,2715.276036,12
1120,Vietnamese,2,female,2715.276036,12
1121,Vietnamese,5,female,2715.276036,12
1122,Vietnamese,1,male,2715.276036,6
1123,Vietnamese,4,female,2715.276036,12
1124,Vietnamese,16,female,65297.51751,12
1125,Vietnamese,11,female,65297.51751,12
1126,Vietnamese,8,female,2715.276036,9
1127,Vietnamese,3,female,2715.276036,12
1128,Vietnamese,19,female,2715.276036,6
1129,Vietnamese,10,female,2715.276036,12
1130,Vietnamese,20,female,2715.276036,15
1131,Vietnamese,7,female,2715.276036,9
1132,Vietnamese,6,female,2715.276036,12
1133,Vietnamese,15,female,2715.276036,12
1134,Vietnamese,9,male,65297.51751,9
1135,Vietnamese,14,female,2715.276036,15
1136,Vietnamese,13,female,2715.276036,12
1137,Vietnamese,17,female,2715.276036,9
1138,Vietnamese,12,male,2715.276036,9
1139,Chinese,21,female,55060.3261,24
1140,Chinese,18,female,10261.67925,18
1141,Chinese,94,female,10261.67925,0
1142,Chinese,130,female,10261.67925,18
1143,Chinese,105,male,10261.67925,9
1144,Chinese,73,female,10261.7,24
1145,Chinese,73,female,10261.7,24
1146,Chinese,83,female,10261.67925,15
1147,Chinese,23,male,10261.67925,18
1148,Chinese,24,female,10261.67925,27
1149,Chinese,77,female,10261.67925,18
1150,Chinese,122,female,10261.7,24
1151,Chinese,122,female,10261.7,24
1152,Chinese,107,male,10261.67925,12
1153,Chinese,124,female,10261.67925,21
1154,Chinese,89,female,10261.67925,15
1155,Chinese,11,male,10261.67925,21
1156,Chinese,80,male,10261.67925,24
1157,Chinese,127,male,10261.67925,18
1158,Chinese,34,female,10261.67925,21
1159,Chinese,129,female,10261.67925,24
1160,Chinese,90,female,11414.20698,15
1161,Chinese,128,female,10261.67925,24
1162,Chinese,120,male,10261.67925,12
1163,Chinese,116,female,10261.67925,15
1164,Chinese,103,female,10261.67925,51
1165,Chinese,76,female,10261.67925,18
1166,Chinese,118,female,10261.67925,15
1167,Chinese,113,female,10261.67925,15
1168,Chinese,6,female,10261.67925,0
1169,Chinese,58,female,10261.7,21
1170,Chinese,58,female,10261.7,21
1171,Chinese,110,female,10261.7,18
1172,Chinese,110,female,10261.7,18
1173,Chinese,112,female,10261.67925,18
1174,Chinese,81,female,10261.67925,9
1175,Chinese,13,male,10261.67925,0
1176,Chinese,95,female,10261.7,18
1177,Chinese,95,female,10261.7,18
1178,Chinese,29,female,10261.67925,21
1179,Chinese,12,female,10261.7,27
1180,Chinese,12,female,10261.7,27
1181,Chinese,109,male,10261.67925,18
1182,Chinese,53,female,10261.67925,15
1183,Chinese,35,female,65297.51751,15
1184,Chinese,56,male,10261.67925,15
1185,Chinese,96,female,10261.67925,15
1186,Chinese,36,female,10261.67925,18
1187,Chinese,66,female,10261.67925,12
1188,Chinese,67,female,10261.7,18
1189,Chinese,67,female,10261.7,18
1190,Chinese,49,male,65297.51751,21
1191,Chinese,100,female,10261.7,15
1192,Chinese,100,female,10261.7,15
1193,Chinese,125,female,10261.67925,30
1194,Chinese,3,female,10261.67925,21
1195,Chinese,8,male,10261.67925,60
1196,Chinese,133,female,65297.51751,36
1197,Chinese,38,female,10261.67925,21
1198,Chinese,57,female,10261.67925,21
1199,Chinese,101,female,10261.7,18
1200,Chinese,101,female,10261.7,18
1201,Chinese,88,female,10261.67925,24
1202,Chinese,134,female,10261.67925,18
1203,Chinese,7,female,10261.67925,21
1204,Chinese,15,female,10261.67925,0
1205,Chinese,9,female,10261.67925,18
1206,Chinese,32,female,65297.51751,24
1207,Chinese,135,male,10261.7,21
1208,Chinese,135,male,10261.7,21
1209,Chinese,108,female,10261.7,21
1210,Chinese,108,female,10261.7,21
1211,Chinese,104,female,10261.67925,18
1212,Chinese,106,female,10261.67925,9
1213,Chinese,26,female,10261.67925,18
1214,Chinese,62,female,46194.72523,0
1215,Chinese,31,male,10261.7,33
1216,Chinese,31,male,10261.7,33
1217,Chinese,27,female,10261.67925,21
1218,Chinese,111,female,10261.67925,9
1219,Chinese,43,female,10261.67925,12
1220,Chinese,19,female,10261.67925,21
1221,Chinese,33,female,10261.67925,21
1222,Chinese,10,male,10261.67925,0
1223,Chinese,45,female,10261.67925,24
1224,Chinese,72,female,10261.67925,15
1225,Chinese,22,female,10261.67925,15
1226,Chinese,131,female,10261.67925,39
1227,Chinese,91,female,10261.67925,15
1228,Chinese,51,female,65297.51751,27
1229,Chinese,20,female,10261.67925,24
1230,Chinese,71,female,10261.67925,15
1231,Chinese,82,female,10261.67925,27
1232,Chinese,65,male,10261.67925,21
1233,Chinese,119,male,10261.7,18
1234,Chinese,119,male,10261.7,18
1235,Chinese,85,female,10261.67925,21
1236,Chinese,84,male,10261.67925,15
1237,Chinese,63,female,10261.67925,21
1238,Chinese,14,female,10261.7,42
1239,Chinese,14,female,10261.7,42
1240,Chinese,46,female,10261.7,24
1241,Chinese,46,female,10261.7,24
1242,Chinese,114,female,10261.67925,99
1243,Chinese,74,male,10261.67925,15
1244,Chinese,30,female,10261.67925,18
1245,Chinese,75,female,10261.67925,21
1246,Chinese,28,female,10261.67925,27
1247,Chinese,42,female,10261.67925,27
1248,Chinese,123,female,10261.7,18
1249,Chinese,123,female,10261.7,18
1250,Chinese,2,male,10261.67925,30
1251,Chinese,69,male,10261.67925,21
1252,Chinese,5,female,10261.67925,15
1253,Chinese,1,male,10261.7,18
1254,Chinese,1,male,10261.7,18
1255,Chinese,48,female,55060.3261,42
1256,Chinese,4,female,10261.67925,18
1257,Chinese,50,female,10261.7,18
1258,Chinese,50,female,10261.7,18
1259,Chinese,54,female,10261.7,33
1260,Chinese,54,female,10261.7,33
1261,Chinese,70,female,10261.67925,15
1262,Chinese,60,female,10261.7,21
1263,Chinese,60,female,10261.7,21
1264,Chinese,61,female,65297.51751,18
1265,Chinese,16,female,10261.67925,27
1266,Chinese,99,female,10261.67925,15
1267,Chinese,87,male,10261.67925,18
1268,Chinese,115,female,10261.67925,30
1269,Chinese,86,female,10261.67925,18
1270,Chinese,102,male,10261.7,27
1271,Chinese,102,male,10261.7,27
1272,Chinese,79,female,10261.67925,30
1273,Chinese,55,female,10261.7,24
1274,Chinese,55,female,10261.7,24
1275,Chinese,97,female,10261.67925,24
1276,Chinese,117,male,65297.51751,12
1277,Chinese,93,male,10261.67925,15
1278,Chinese,25,female,10261.67925,36
1279,Chinese,39,female,10261.7,18
1280,Chinese,39,female,10261.7,18
1281,Chinese,37,female,10261.67925,36
1282,Chinese,44,female,10261.67925,24
1283,Chinese,68,male,10261.67925,36
1284,Chinese,126,female,10261.67925,30
1285,Chinese,64,male,10261.67925,0
1286,Chinese,41,female,10261.67925,24
1287,Chinese,17,female,10261.67925,15
1288,Chinese,92,male,10261.67925,15
1289,Japanese,21,male,40246.88013,12
1290,Japanese,35,female,40246.88013,36
1291,Japanese,18,male,40246.88013,39
1292,Japanese,28,female,9946.033829,0
1293,Japanese,56,female,40246.88013,30
1294,Japanese,42,female,40246.88013,33
1295,Japanese,2,female,40246.88013,27
1296,Japanese,23,female,40246.88013,21
1297,Japanese,5,female,40246.88013,21
1298,Japanese,24,female,40246.88013,54
1299,Japanese,48,female,40246.88013,15
1300,Japanese,1,female,40246.88013,18
1301,Japanese,52,female,40246.88013,39
1302,Japanese,4,female,40246.88013,33
1303,Japanese,36,female,40246.88013,33
1304,Japanese,50,female,40246.88013,12
1305,Japanese,26,female,40246.88013,18
1306,Japanese,54,female,65297.51751,27
1307,Japanese,49,female,40246.88013,30
1308,Japanese,31,female,40246.88013,39
1309,Japanese,27,male,40246.88013,18
1310,Japanese,16,female,40246.88013,21
1311,Japanese,47,male,40246.88013,18
1312,Japanese,11,male,40246.88013,18
1313,Japanese,8,female,40246.88013,27
1314,Japanese,3,male,40246.88013,12
1315,Japanese,43,female,8717.186278,12
1316,Japanese,19,male,40246.88013,21
1317,Japanese,33,female,40246.88013,27
1318,Japanese,38,female,40246.88013,24
1319,Japanese,10,female,40246.88013,30
1320,Japanese,45,female,40246.88013,18
1321,Japanese,22,female,40246.88013,18
1322,Japanese,34,male,40246.88013,18
1323,Japanese,55,male,40246.88013,18
1324,Japanese,51,female,40246.88013,18
1325,Japanese,57,female,65297.51751,15
1326,Japanese,20,female,65297.51751,30
1327,Japanese,7,female,40246.88013,18
1328,Japanese,40,female,40246.88013,48
1329,Japanese,6,female,40246.88013,33
1330,Japanese,15,female,40246.88013,24
1331,Japanese,58,female,40246.88013,15
1332,Japanese,25,male,40246.88013,27
1333,Japanese,39,female,40246.88013,18
1334,Japanese,37,female,40246.88013,21
1335,Japanese,44,female,40246.88013,21
1336,Japanese,9,male,40246.88013,24
1337,Japanese,14,female,40246.88013,24
1338,Japanese,32,female,40246.88013,24
1339,Japanese,41,female,40246.88013,18
1340,Japanese,46,female,40246.88013,15
1341,Japanese,29,female,29600.37825,12
1342,Japanese,17,female,40246.88013,21
1343,Japanese,12,female,40246.88013,18
1344,Japanese,53,male,40246.88013,18
1345,Japanese,30,female,40246.88013,24
1346,Spanish,185,female,9912.281809,9
1347,Spanish,431,male,9912.281809,21
1348,Spanish,198,female,29600.37825,15
1349,Spanish,94,male,29600.37825,30
1350,Spanish,224,female,6183.823825,12
1351,Spanish,291,female,29600.37825,27
1352,Spanish,244,female,29600.37825,18
1353,Spanish,304,male,29600.37825,18
1354,Spanish,124,female,9946.033829,18
1355,Spanish,318,male,14896.45387,21
1356,Spanish,341,female,6428.676206,24
1357,Spanish,393,male,9946.033829,12
1358,Spanish,381,female,6428.676206,21
1359,Spanish,160,male,6977.695784,15
1360,Spanish,120,female,65297.51751,24
1361,Spanish,118,female,29600.37825,21
1362,Spanish,534,male,4187.250031,21
1363,Spanish,275,female,16054.5,12
1364,Spanish,459,male,29600.37825,12
1365,Spanish,362,female,29600.37825,21
1366,Spanish,13,female,9946.033829,0
1367,Spanish,145,female,65297.51751,9
1368,Spanish,12,female,29600.37825,24
1369,Spanish,261,female,16054.5,0
1370,Spanish,35,female,9912.281809,12
1371,Spanish,136,female,16054.5,24
1372,Spanish,358,male,6428.676206,9
1373,Spanish,245,male,9946.033829,6
1374,Spanish,366,male,29600.37825,0
1375,Spanish,132,female,6428.676206,12
1376,Spanish,421,female,29600.37825,24
1377,Spanish,502,male,6428.676206,21
1378,Spanish,36,female,16054.5,21
1379,Spanish,197,male,6977.695784,9
1380,Spanish,426,female,9912.281809,24
1381,Spanish,100,female,6977.695784,18
1382,Spanish,171,male,16054.5,15
1383,Spanish,150,male,29600.37825,15
1384,Spanish,484,female,65297.51751,21
1385,Spanish,250,male,29600.37825,18
1386,Spanish,38,male,29600.37825,21
1387,Spanish,517,female,65297.51751,27
1388,Spanish,337,female,29600.37825,12
1389,Spanish,485,female,29600.37825,18
1390,Spanish,512,female,9912.281809,18
1391,Spanish,149,male,6428.676206,9
1392,Spanish,227,male,6428.676206,12
1393,Spanish,219,female,6428.676206,21
1394,Spanish,357,male,29600.37825,9
1395,Spanish,152,female,16054.5,21
1396,Spanish,388,female,29600.37825,18
1397,Spanish,378,female,6428.676206,12
1398,Spanish,438,male,29600.37825,24
1399,Spanish,314,male,29600.37825,12
1400,Spanish,537,female,29600.37825,12
1401,Spanish,527,female,29600.37825,12
1402,Spanish,496,female,16054.5,18
1403,Spanish,254,male,29600.37825,21
1404,Spanish,287,female,9912.281809,24
1405,Spanish,449,female,16054.5,15
1406,Spanish,218,male,9946.033829,15
1407,Spanish,440,female,16054.5,9
1408,Spanish,363,male,9946.033829,24
1409,Spanish,298,female,6977.695784,24
1410,Spanish,294,male,6428.676206,15
1411,Spanish,505,male,8821.818891,15
1412,Spanish,524,male,29600.37825,21
1413,Spanish,111,female,29600.37825,21
1414,Spanish,286,female,29600.37825,24
1415,Spanish,91,female,6977.695784,9
1416,Spanish,323,female,16054.5,12
1417,Spanish,405,female,6428.676206,21
1418,Spanish,441,male,9912.281809,24
1419,Spanish,316,female,29600.37825,21
1420,Spanish,188,female,4619.985258,9
1421,Spanish,119,female,29600.37825,15
1422,Spanish,229,female,9946.033829,15
1423,Spanish,472,male,6977.695784,24
1424,Spanish,137,female,29600.37825,18
1425,Spanish,468,female,29600.37825,12
1426,Spanish,14,female,29600.37825,24
1427,Spanish,264,male,65297.51751,72
1428,Spanish,435,female,14896.45387,12
1429,Spanish,30,female,16054.5,9
1430,Spanish,432,female,29600.37825,15
1431,Spanish,402,female,9946.033829,24
1432,Spanish,487,male,33228.23668,12
1433,Spanish,408,male,4619.985258,6
1434,Spanish,327,male,29600.37825,21
1435,Spanish,210,male,16054.5,15
1436,Spanish,279,male,6428.676206,9
1437,Spanish,400,male,6428.676206,9
1438,Spanish,288,female,6428.676206,15
1439,Spanish,295,female,6428.676206,0
1440,Spanish,52,female,16054.5,9
1441,Spanish,4,male,9946.033829,15
1442,Spanish,376,female,6428.676206,12
1443,Spanish,478,male,65297.51751,6
1444,Spanish,300,male,29600.37825,27
1445,Spanish,321,female,6428.676206,12
1446,Spanish,446,female,29600.37825,45
1447,Spanish,87,female,29600.37825,18
1448,Spanish,406,female,16054.5,12
1449,Spanish,401,female,9946.033829,15
1450,Spanish,102,female,29600.37825,15
1451,Spanish,488,male,6428.676206,15
1452,Spanish,296,female,29600.37825,15
1453,Spanish,55,male,16054.5,15
1454,Spanish,180,male,9946.033829,12
1455,Spanish,117,female,29600.37825,21
1456,Spanish,97,male,16054.5,6
1457,Spanish,429,female,29600.37825,24
1458,Spanish,270,male,29600.37825,21
1459,Spanish,379,male,29600.37825,15
1460,Spanish,371,female,9946.033829,6
1461,Spanish,25,male,9946.033829,21
1462,Spanish,531,female,29600.37825,18
1463,Spanish,199,male,9946.033829,15
1464,Spanish,526,female,9946.033829,0
1465,Spanish,489,female,29600.37825,15
1466,Spanish,313,female,29600.37825,15
1467,Spanish,348,male,9946.033829,6
1468,Spanish,522,female,9946.033829,12
1469,Spanish,540,female,29600.37825,15
1470,Spanish,121,female,9912.281809,24
1471,Spanish,192,male,9946.033829,9
1472,Spanish,367,male,6428.676206,9
1473,Spanish,23,female,6428.676206,21
1474,Spanish,322,male,16054.5,12
1475,Spanish,24,female,16054.5,18
1476,Spanish,452,male,6428.676206,12
1477,Spanish,394,male,6428.676206,9
1478,Spanish,532,female,16054.5,12
1479,Spanish,364,female,8821.818891,21
1480,Spanish,170,male,6183.823825,9
1481,Spanish,80,female,6428.676206,0
1482,Spanish,403,female,29600.37825,36
1483,Spanish,285,female,29600.37825,21
1484,Spanish,267,male,4619.985258,15
1485,Spanish,177,female,4187.250031,15
1486,Spanish,253,male,4619.985258,18
1487,Spanish,129,female,29600.37825,18
1488,Spanish,90,female,9946.033829,18
1489,Spanish,76,female,9946.033829,18
1490,Spanish,40,female,9946.033829,21
1491,Spanish,193,female,9912.281809,9
1492,Spanish,226,male,16054.5,12
1493,Spanish,110,male,9946.033829,15
1494,Spanish,164,female,16054.5,9
1495,Spanish,233,female,16054.5,9
1496,Spanish,514,male,29600.37825,15
1497,Spanish,112,female,6428.676206,9
1498,Spanish,265,male,9912.281809,30
1499,Spanish,231,female,29600.37825,30
1500,Spanish,319,female,6428.676206,18
1501,Spanish,497,male,9946.033829,21
1502,Spanish,338,male,6428.676206,6
1503,Spanish,543,male,29600.37825,12
1504,Spanish,95,female,29600.37825,15
1505,Spanish,220,female,16054.5,6
1506,Spanish,53,female,6428.676206,12
1507,Spanish,490,male,65297.51751,9
1508,Spanish,493,male,29600.37825,12
1509,Spanish,251,female,9946.033829,6
1510,Spanish,138,female,6977.695784,9
1511,Spanish,385,female,9912.281809,9
1512,Spanish,530,male,9912.281809,12
1513,Spanish,184,female,6977.695784,24
1514,Spanish,334,female,29600.37825,27
1515,Spanish,66,female,6428.676206,30
1516,Spanish,297,female,9912.281809,18
1517,Spanish,417,male,6183.823825,12
1518,Spanish,146,male,16054.5,6
1519,Spanish,418,male,29600.37825,24
1520,Spanish,268,female,9912.281809,18
1521,Spanish,302,female,6428.676206,18
1522,Spanish,153,female,8282.116359,15
1523,Spanish,15,female,29600.37825,36
1524,Spanish,494,male,29600.37825,27
1525,Spanish,9,male,29600.37825,0
1526,Spanish,457,male,29600.37825,27
1527,Spanish,410,male,9946.033829,15
1528,Spanish,481,female,65297.51751,9
1529,Spanish,333,female,16054.5,18
1530,Spanish,509,male,9946.033829,18
1531,Spanish,104,female,29600.37825,30
1532,Spanish,495,male,29600.37825,12
1533,Spanish,141,female,16054.5,9
1534,Spanish,215,female,6428.676206,18
1535,Spanish,398,male,29600.37825,18
1536,Spanish,413,female,15731.01603,9
1537,Spanish,501,female,6428.676206,15
1538,Spanish,205,female,16054.5,9
1539,Spanish,26,female,16054.5,9
1540,Spanish,62,female,9946.033829,15
1541,Spanish,373,female,16054.5,9
1542,Spanish,31,male,29600.37825,30
1543,Spanish,336,female,6428.676206,9
1544,Spanish,411,male,29600.37825,15
1545,Spanish,217,female,9946.033829,9
1546,Spanish,415,male,6428.676206,12
1547,Spanish,19,female,6428.676206,15
1548,Spanish,516,female,29600.37825,15
1549,Spanish,131,female,6428.676206,21
1550,Spanish,538,female,65297.51751,12
1551,Spanish,399,female,6428.676206,33
1552,Spanish,368,female,65297.51751,15
1553,Spanish,273,male,6428.676206,9
1554,Spanish,412,female,6428.676206,24
1555,Spanish,236,female,29600.37825,30
1556,Spanish,78,male,29600.37825,0
1557,Spanish,263,female,16054.5,9
1558,Spanish,249,female,9946.033829,27
1559,Spanish,392,male,29600.37825,21
1560,Spanish,544,male,29600.37825,21
1561,Spanish,342,female,9912.281809,15
1562,Spanish,442,male,6428.676206,15
1563,Spanish,59,male,16054.5,21
1564,Spanish,519,female,14896.45387,24
1565,Spanish,75,female,29600.37825,18
1566,Spanish,28,male,9946.033829,15
1567,Spanish,42,male,6428.676206,18
1568,Spanish,274,male,29600.37825,12
1569,Spanish,535,female,29600.37825,24
1570,Spanish,397,male,29600.37825,12
1571,Spanish,301,female,9946.033829,24
1572,Spanish,310,male,6977.695784,9
1573,Spanish,280,male,29600.37825,18
1574,Spanish,328,female,29600.37825,18
1575,Spanish,50,female,9946.033829,27
1576,Spanish,166,male,29600.37825,15
1577,Spanish,54,female,9946.033829,15
1578,Spanish,212,female,12243.81143,21
1579,Spanish,61,male,6977.695784,12
1580,Spanish,396,male,29600.37825,21
1581,Spanish,389,female,9946.033829,24
1582,Spanish,221,female,14896.45387,0
1583,Spanish,248,male,29600.37825,12
1584,Spanish,492,female,29600.37825,27
1585,Spanish,196,female,16054.5,9
1586,Spanish,187,male,9912.281809,21
1587,Spanish,330,male,9912.281809,21
1588,Spanish,365,female,9912.281809,12
1589,Spanish,156,female,29600.37825,21
1590,Spanish,190,female,8282.116359,15
1591,Spanish,511,female,29600.37825,30
1592,Spanish,380,female,9912.281809,24
1593,Spanish,239,female,9912.281809,21
1594,Spanish,64,female,6428.676206,21
1595,Spanish,173,female,9946.033829,15
1596,Spanish,387,male,29600.37825,9
1597,Spanish,448,male,6428.676206,15
1598,Spanish,169,male,6428.676206,12
1599,Spanish,370,female,16054.5,12
1600,Spanish,183,male,9946.033829,12
1601,Spanish,194,female,29600.37825,36
1602,Spanish,178,male,29600.37825,18
1603,Spanish,282,male,9946.033829,15
1604,Spanish,18,female,9946.033829,15
1605,Spanish,360,male,9912.281809,12
1606,Spanish,414,male,29600.37825,12
1607,Spanish,346,female,29600.37825,21
1608,Spanish,148,female,29600.37825,15
1609,Spanish,105,female,29600.37825,24
1610,Spanish,356,female,29600.37825,21
1611,Spanish,83,male,9946.033829,15
1612,Spanish,355,female,6428.676206,24
1613,Spanish,523,female,6183.823825,0
1614,Spanish,157,male,6428.676206,9
1615,Spanish,513,female,6428.676206,18
1616,Spanish,545,female,29600.37825,15
1617,Spanish,425,female,6428.676206,15
1618,Spanish,77,female,9946.033829,15
1619,Spanish,521,female,6428.676206,0
1620,Spanish,122,male,1912.903745,9
1621,Spanish,11,male,9946.033829,12
1622,Spanish,154,female,9946.033829,24
1623,Spanish,256,male,6977.695784,12
1624,Spanish,34,female,16054.5,12
1625,Spanish,529,female,6428.676206,9
1626,Spanish,284,female,29600.37825,12
1627,Spanish,181,female,29600.37825,18
1628,Spanish,383,female,52331.31673,12
1629,Spanish,128,female,6977.695784,15
1630,Spanish,116,female,29600.37825,15
1631,Spanish,172,female,9946.033829,21
1632,Spanish,390,female,29600.37825,21
1633,Spanish,58,female,6183.823825,0
1634,Spanish,424,male,4187.250031,15
1635,Spanish,546,female,29600.37825,15
1636,Spanish,450,female,6428.676206,15
1637,Spanish,237,male,29600.37825,18
