,language,position,gender_tuned,income_level,price
1638,Spanish,203,female,29600.37825,15
1639,Spanish,201,female,29600.37825,9
1640,Spanish,159,female,29600.37825,21
1641,Spanish,176,male,6428.676206,12
1642,Spanish,56,female,9946.033829,18
1643,Spanish,528,female,14896.45387,18
1644,Spanish,308,female,6977.695784,15
1645,Spanish,458,male,16054.5,12
1646,Spanish,96,female,9946.033829,18
1647,Spanish,477,female,9946.033829,21
1648,Spanish,191,male,6428.676206,18
1649,Spanish,67,female,9946.033829,9
1650,Spanish,211,female,29600.37825,15
1651,Spanish,536,female,29600.37825,18
1652,Spanish,463,female,29600.37825,15
1653,Spanish,3,female,2574.912191,12
1654,Spanish,465,female,9946.033829,12
1655,Spanish,266,male,16054.5,9
1656,Spanish,133,male,29600.37825,21
1657,Spanish,361,female,16054.5,9
1658,Spanish,255,female,29600.37825,30
1659,Spanish,88,male,29600.37825,30
1660,Spanish,151,male,16054.5,18
1661,Spanish,427,female,29600.37825,30
1662,Spanish,134,male,9912.281809,27
1663,Spanish,541,female,29600.37825,9
1664,Spanish,453,female,3552.06876,12
1665,Spanish,98,male,9946.033829,9
1666,Spanish,320,female,29600.37825,21
1667,Spanish,372,male,5414.799138,18
1668,Spanish,32,female,29600.37825,21
1669,Spanish,186,female,16054.5,15
1670,Spanish,359,female,9912.281809,12
1671,Spanish,454,female,9912.281809,15
1672,Spanish,108,male,9946.033829,12
1673,Spanish,331,male,16054.5,9
1674,Spanish,409,female,29600.37825,30
1675,Spanish,422,female,65297.51751,21
1676,Spanish,106,male,29600.37825,21
1677,Spanish,179,female,9946.033829,9
1678,Spanish,222,male,8282.116359,12
1679,Spanish,252,female,29600.37825,21
1680,Spanish,444,male,9946.033829,18
1681,Spanish,283,female,9912.281809,21
1682,Spanish,168,female,9946.033829,15
1683,Spanish,483,female,16054.5,9
1684,Spanish,278,female,29600.37825,12
1685,Spanish,27,female,6977.695784,15
1686,Spanish,47,female,6977.695784,15
1687,Spanish,292,male,4187.250031,30
1688,Spanish,451,female,29600.37825,21
1689,Spanish,43,female,29600.37825,21
1690,Spanish,305,female,16054.5,0
1691,Spanish,10,female,9912.281809,15
1692,Spanish,45,female,29600.37825,12
1693,Spanish,518,male,29600.37825,30
1694,Spanish,420,male,12243.81143,12
1695,Spanish,143,female,29600.37825,24
1696,Spanish,51,female,9912.281809,18
1697,Spanish,20,female,29600.37825,24
1698,Spanish,71,male,29600.37825,27
1699,Spanish,230,male,9946.033829,6
1700,Spanish,281,female,29600.37825,24
1701,Spanish,85,male,6977.695784,18
1702,Spanish,307,female,29600.37825,24
1703,Spanish,174,female,9946.033829,15
1704,Spanish,351,male,9912.281809,39
1705,Spanish,345,female,29600.37825,18
1706,Spanish,299,female,29600.37825,15
1707,Spanish,339,female,6977.695784,15
1708,Spanish,241,male,16054.5,6
1709,Spanish,277,female,29600.37825,18
1710,Spanish,290,female,6977.695784,24
1711,Spanish,350,female,8821.818891,18
1712,Spanish,262,male,29600.37825,15
1713,Spanish,329,female,4187.250031,15
1714,Spanish,480,male,16054.5,9
1715,Spanish,123,female,9946.033829,18
1716,Spanish,293,female,9946.033829,18
1717,Spanish,69,female,16054.5,15
1718,Spanish,374,female,29600.37825,12
1719,Spanish,1,male,14896.45387,15
1720,Spanish,48,female,9946.033829,6
1721,Spanish,416,male,6428.676206,24
1722,Spanish,377,female,12243.81143,21
1723,Spanish,70,male,6428.676206,21
1724,Spanish,225,female,29600.37825,21
1725,Spanish,99,male,9946.033829,24
1726,Spanish,434,female,29600.37825,24
1727,Spanish,86,male,16054.5,6
1728,Spanish,309,female,29600.37825,15
1729,Spanish,182,female,9912.281809,15
1730,Spanish,506,female,29600.37825,15
1731,Spanish,504,female,29600.37825,24
1732,Spanish,37,female,9912.281809,18
1733,Spanish,44,female,9912.281809,15
1734,Spanish,68,female,16054.5,9
1735,Spanish,347,male,16054.5,6
1736,Spanish,326,female,29600.37825,12
1737,Spanish,126,female,9946.033829,15
1738,Spanish,344,male,16054.5,15
1739,Spanish,92,male,9946.033829,9
1740,Spanish,207,female,6428.676206,9
1741,Spanish,21,female,6428.676206,24
1742,Spanish,303,male,29600.37825,27
1743,Spanish,498,female,29600.37825,21
1744,Spanish,130,female,6428.676206,12
1745,Spanish,162,female,29600.37825,18
1746,Spanish,443,female,29600.37825,6
1747,Spanish,147,male,9946.033829,21
1748,Spanish,234,male,16054.5,15
1749,Spanish,382,female,14896.45387,12
1750,Spanish,161,female,8282.116359,12
1751,Spanish,311,female,9946.033829,18
1752,Spanish,139,female,16054.5,21
1753,Spanish,107,male,29600.37825,15
1754,Spanish,89,male,16054.5,9
1755,Spanish,482,female,6183.823825,9
1756,Spanish,127,female,29600.37825,24
1757,Spanish,533,female,9912.281809,18
1758,Spanish,6,female,16054.5,0
1759,Spanish,113,male,6977.695784,0
1760,Spanish,386,female,8717.186278,9
1761,Spanish,437,female,65297.51751,6
1762,Spanish,343,female,29600.37825,15
1763,Spanish,142,female,9946.033829,15
1764,Spanish,81,male,3552.06876,0
1765,Spanish,259,female,6428.676206,9
1766,Spanish,29,female,29600.37825,15
1767,Spanish,109,female,29600.37825,15
1768,Spanish,466,female,6977.695784,15
1769,Spanish,204,female,29600.37825,33
1770,Spanish,209,female,9946.033829,18
1771,Spanish,464,male,29600.37825,21
1772,Spanish,144,female,16054.5,9
1773,Spanish,232,female,14896.45387,15
1774,Spanish,325,female,6428.676206,18
1775,Spanish,195,female,29600.37825,21
1776,Spanish,461,female,65297.51751,12
1777,Spanish,510,male,16054.5,12
1778,Spanish,439,female,29600.37825,18
1779,Spanish,467,male,6428.676206,12
1780,Spanish,165,female,9946.033829,15
1781,Spanish,49,female,6428.676206,9
1782,Spanish,470,male,9946.033829,9
1783,Spanish,125,female,29600.37825,15
1784,Spanish,8,male,6428.676206,15
1785,Spanish,384,female,16190.12696,15
1786,Spanish,240,male,6428.676206,15
1787,Spanish,200,female,6428.676206,21
1788,Spanish,228,male,16054.5,6
1789,Spanish,471,female,8821.818891,0
1790,Spanish,57,female,29600.37825,30
1791,Spanish,101,female,29600.37825,15
1792,Spanish,473,female,29600.37825,24
1793,Spanish,525,female,29600.37825,21
1794,Spanish,7,male,16054.5,12
1795,Spanish,354,female,29600.37825,21
1796,Spanish,507,female,16054.5,15
1797,Spanish,206,male,6428.676206,21
1798,Spanish,469,male,29600.37825,12
1799,Spanish,135,female,16054.5,9
1800,Spanish,258,male,9946.033829,9
1801,Spanish,335,female,29600.37825,0
1802,Spanish,140,female,29600.37825,27
1803,Spanish,353,female,9912.281809,18
1804,Spanish,404,female,12243.81143,18
1805,Spanish,499,male,9946.033829,18
1806,Spanish,223,female,29600.37825,30
1807,Spanish,476,female,9912.281809,15
1808,Spanish,158,female,16054.5,15
1809,Spanish,324,female,9912.281809,15
1810,Spanish,243,male,29600.37825,21
1811,Spanish,33,female,16054.5,0
1812,Spanish,72,female,9912.281809,21
1813,Spanish,22,female,6428.676206,9
1814,Spanish,486,female,29600.37825,15
1815,Spanish,214,female,14896.45387,30
1816,Spanish,539,female,65297.51751,30
1817,Spanish,456,male,29600.37825,21
1818,Spanish,216,female,29600.37825,33
1819,Spanish,479,female,9912.281809,18
1820,Spanish,82,female,6977.695784,15
1821,Spanish,189,female,9946.033829,33
1822,Spanish,65,female,6428.676206,9
1823,Spanish,235,female,29600.37825,18
1824,Spanish,84,male,4619.985258,15
1825,Spanish,542,female,29600.37825,24
1826,Spanish,167,female,16054.5,21
1827,Spanish,63,male,6428.676206,21
1828,Spanish,508,male,29600.37825,12
1829,Spanish,46,female,29600.37825,9
1830,Spanish,447,male,29600.37825,12
1831,Spanish,520,female,9946.033829,0
1832,Spanish,242,male,16054.5,12
1833,Spanish,272,female,6428.676206,21
1834,Spanish,433,female,29600.37825,27
1835,Spanish,74,female,6428.676206,18
1836,Spanish,349,male,6183.823825,18
1837,Spanish,436,male,29600.37825,30
1838,Spanish,2,female,29600.37825,30
1839,Spanish,407,male,29600.37825,0
1840,Spanish,340,female,9912.281809,21
1841,Spanish,5,female,29600.37825,18
1842,Spanish,175,male,12243.81143,9
1843,Spanish,315,female,29600.37825,18
1844,Spanish,213,male,6428.676206,9
1845,Spanish,269,female,9946.033829,15
1846,Spanish,257,female,9912.281809,15
1847,Spanish,155,male,9946.033829,9
1848,Spanish,312,female,29600.37825,21
1849,Spanish,428,male,29600.37825,21
1850,Spanish,16,female,9946.033829,9
1851,Spanish,276,female,6428.676206,6
1852,Spanish,115,female,29600.37825,24
1853,Spanish,423,male,29600.37825,21
1854,Spanish,352,male,29600.37825,0
1855,Spanish,79,female,6977.695784,9
1856,Spanish,306,female,9912.281809,9
1857,Spanish,455,female,9912.281809,15
1858,Spanish,503,female,9912.281809,21
1859,Spanish,395,male,29600.37825,0
1860,Spanish,93,female,29600.37825,36
1861,Spanish,462,female,9912.281809,21
1862,Spanish,445,male,29600.37825,12
1863,Spanish,500,female,6977.695784,12
1864,Spanish,208,female,1912.903745,12
1865,Spanish,430,male,29600.37825,15
1866,Spanish,39,female,6428.676206,24
1867,Spanish,238,male,6428.676206,15
1868,Spanish,475,male,6428.676206,9
1869,Spanish,260,female,29600.37825,21
1870,Spanish,419,male,1912.903745,6
1871,Spanish,332,female,6428.676206,18
1872,Spanish,289,female,16054.5,6
1873,Spanish,41,female,9912.281809,21
1874,Spanish,474,female,14896.45387,0
1875,Spanish,17,male,6428.676206,12
1876,Spanish,202,female,29600.37825,0
1877,Spanish,460,male,12243.81143,30
1878,Spanish,317,male,29600.37825,18
1879,French,21,male,40493.92857,21
1880,French,18,female,3317.453593,0
1881,French,148,male,40493.92857,21
1882,French,94,female,40493.92857,24
1883,French,130,female,65297.51751,18
1884,French,121,male,40493.92857,18
1885,French,105,female,65297.51751,24
1886,French,83,female,40493.92857,0
1887,French,23,male,40493.92857,18
1888,French,162,female,40493.92857,27
1889,French,24,female,40493.92857,18
1890,French,147,female,40493.92857,24
1891,French,77,male,40493.92857,15
1892,French,161,female,40493.92857,27
1893,French,139,male,40493.92857,30
1894,French,107,female,40493.92857,24
1895,French,122,male,580.7168672,9
1896,French,124,male,679.2902491,12
1897,French,89,female,40493.92857,18
1898,French,11,female,40493.92857,39
1899,French,154,female,40493.92857,21
1900,French,127,female,43103.32306,24
1901,French,34,male,40493.92857,30
1902,French,129,female,40493.92857,36
1903,French,90,male,2099.599048,9
1904,French,128,male,40493.92857,30
1905,French,160,female,40493.92857,24
1906,French,120,female,40493.92857,18
1907,French,116,male,40493.92857,33
1908,French,103,male,40493.92857,12
1909,French,76,female,40493.92857,36
1910,French,118,male,40493.92857,21
1911,French,40,male,40493.92857,24
1912,French,113,female,40493.92857,21
1913,French,6,female,40493.92857,18
1914,French,58,male,40493.92857,33
1915,French,110,female,40493.92857,18
1916,French,164,male,40493.92857,45
1917,French,112,female,40493.92857,30
1918,French,142,female,40493.92857,30
1919,French,81,female,40493.92857,30
1920,French,13,male,40493.92857,27
1921,French,95,female,40493.92857,24
1922,French,29,female,40493.92857,30
1923,French,12,female,16054.5,18
1924,French,109,female,40493.92857,39
1925,French,159,female,40493.92857,18
1926,French,53,female,40493.92857,30
1927,French,35,female,40493.92857,24
1928,French,56,female,65297.51751,30
1929,French,136,male,3019.205829,18
1930,French,138,male,40493.92857,30
1931,French,132,female,40493.92857,21
1932,French,96,female,40493.92857,30
1933,French,36,male,40493.92857,18
1934,French,66,female,40493.92857,39
1935,French,67,male,40493.92857,27
1936,French,49,female,40493.92857,21
1937,French,100,female,46194.72523,24
1938,French,146,female,40493.92857,24
1939,French,150,male,81993.72713,21
1940,French,125,female,65297.51751,18
1941,French,3,male,40493.92857,27
1942,French,8,female,40493.92857,21
1943,French,133,female,40493.92857,39
1944,French,38,female,65297.51751,18
1945,French,57,female,40493.92857,51
1946,French,101,male,1272.490925,12
1947,French,88,female,40493.92857,18
1948,French,151,female,46420.66377,33
1949,French,149,female,40493.92857,30
1950,French,134,female,40493.92857,24
1951,French,7,female,40493.92857,24
1952,French,15,male,40493.92857,12
1953,French,152,female,40493.92857,27
1954,French,98,male,40493.92857,27
1955,French,9,female,40493.92857,0
1956,French,32,female,40493.92857,21
1957,French,135,female,40493.92857,60
1958,French,108,female,81993.72713,18
1959,French,104,female,46420.66377,21
1960,French,141,female,40493.92857,30
1961,French,106,male,40493.92857,24
1962,French,140,male,40493.92857,21
1963,French,26,female,40493.92857,36
1964,French,62,male,40493.92857,9
1965,French,31,female,40493.92857,36
1966,French,27,female,40493.92857,18
1967,French,111,male,40493.92857,15
1968,French,47,male,40493.92857,24
1969,French,43,female,40493.92857,15
1970,French,19,female,40493.92857,54
1971,French,158,male,40493.92857,33
1972,French,33,male,40493.92857,0
1973,French,10,female,40493.92857,24
1974,French,45,female,40493.92857,18
1975,French,72,male,40493.92857,18
1976,French,22,female,40493.92857,24
1977,French,131,female,40493.92857,21
1978,French,91,male,81993.72713,24
1979,French,143,male,40493.92857,15
1980,French,51,female,40493.92857,21
1981,French,20,female,40493.92857,18
1982,French,71,female,40493.92857,36
1983,French,82,male,46194.72523,21
1984,French,65,female,65297.51751,21
1985,French,163,male,40493.92857,33
1986,French,78,male,40493.92857,24
1987,French,119,male,33228.23668,21
1988,French,85,male,40493.92857,24
1989,French,84,female,40493.92857,18
1990,French,137,female,46194.72523,45
1991,French,63,female,40493.92857,24
1992,French,14,male,1446.830965,12
1993,French,46,female,40493.92857,15
1994,French,114,female,40493.92857,24
1995,French,74,male,40493.92857,21
1996,French,59,female,40493.92857,27
1997,French,75,male,46194.72523,27
1998,French,28,male,40493.92857,24
1999,French,42,male,40493.92857,0
2000,French,123,male,46420.66377,18
2001,French,2,male,40493.92857,39
2002,French,69,male,40493.92857,24
2003,French,5,female,40493.92857,0
2004,French,1,female,40493.92857,63
2005,French,48,male,40493.92857,24
2006,French,52,female,65297.51751,39
2007,French,4,female,40493.92857,39
2008,French,50,female,40493.92857,39
2009,French,54,male,40493.92857,21
2010,French,70,female,40493.92857,24
2011,French,155,male,46420.66377,21
2012,French,60,female,1272.490925,12
2013,French,61,female,40493.92857,24
2014,French,16,female,40493.92857,27
2015,French,87,male,65297.51751,24
2016,French,115,male,40493.92857,18
2017,French,86,male,40493.92857,33
2018,French,102,male,40493.92857,30
2019,French,79,male,2276.333279,21
2020,French,55,male,3317.453593,15
2021,French,97,female,46194.72523,24
2022,French,117,male,40493.92857,15
2023,French,93,female,65297.51751,24
2024,French,156,female,40493.92857,0
2025,French,25,male,3204.095003,24
2026,French,39,female,46194.72523,36
2027,French,37,female,46420.66377,27
2028,French,44,female,40493.92857,9
2029,French,68,female,40493.92857,21
2030,French,126,male,3204.095003,18
2031,French,64,male,40493.92857,21
2032,French,41,female,40493.92857,21
2033,French,17,male,40493.92857,39
2034,French,92,male,580.7168672,9
2035,Korean,21,female,31846.21823,24
2036,Korean,21,female,31846.21823,24
2037,Korean,35,male,31846.21823,24
2038,Korean,35,male,31846.21823,24
2039,Korean,18,female,31846.21823,36
2040,Korean,18,female,31846.21823,36
2041,Korean,28,female,31846.21823,21
2042,Korean,28,female,31846.21823,21
2043,Korean,42,female,31846.21823,27
2044,Korean,42,female,31846.21823,27
2045,Korean,2,male,31846.21823,24
2046,Korean,2,male,31846.21823,24
2047,Korean,23,female,31846.21823,21
2048,Korean,23,female,31846.21823,21
2049,Korean,5,female,31846.21823,18
2050,Korean,5,female,31846.21823,18
2051,Korean,24,male,31846.21823,24
2052,Korean,24,male,31846.21823,24
2053,Korean,1,female,31846.21823,24
2054,Korean,1,female,31846.21823,24
2055,Korean,36,female,31846.21823,15
2056,Korean,36,female,31846.21823,15
2057,Korean,4,female,31846.21823,30
2058,Korean,4,female,31846.21823,30
2059,Korean,26,female,31846.21823,24
2060,Korean,26,female,31846.21823,24
2061,Korean,31,female,31846.21823,21
2062,Korean,31,female,31846.21823,21
2063,Korean,27,female,31846.21823,24
2064,Korean,27,female,31846.21823,24
2065,Korean,16,female,31846.21823,24
2066,Korean,16,female,31846.21823,24
2067,Korean,47,female,31846.21823,12
2068,Korean,47,female,31846.21823,12
2069,Korean,11,male,31846.21823,18
2070,Korean,11,male,31846.21823,18
2071,Korean,8,female,31846.21823,27
2072,Korean,8,female,31846.21823,27
2073,Korean,3,female,31846.21823,21
2074,Korean,3,female,31846.21823,21
2075,Korean,43,female,31846.21823,24
2076,Korean,43,female,31846.21823,24
2077,Korean,19,male,46194.72523,21
2078,Korean,33,female,65297.51751,33
2079,Korean,38,female,31846.21823,18
2080,Korean,38,female,31846.21823,18
2081,Korean,45,male,31846.21823,15
2082,Korean,45,male,31846.21823,15
2083,Korean,22,female,31846.21823,24
2084,Korean,22,female,31846.21823,24
2085,Korean,34,male,31846.21823,15
2086,Korean,34,male,31846.21823,15
2087,Korean,20,male,31846.21823,24
2088,Korean,20,male,31846.21823,24
2089,Korean,7,male,31846.21823,0
2090,Korean,7,male,31846.21823,0
2091,Korean,40,male,31846.21823,21
2092,Korean,40,male,31846.21823,21
2093,Korean,15,male,31846.21823,24
2094,Korean,15,male,31846.21823,24
2095,Korean,25,female,31846.21823,36
2096,Korean,25,female,31846.21823,36
2097,Korean,39,female,31846.21823,30
2098,Korean,39,female,31846.21823,30
2099,Korean,37,female,65297.51751,18
2100,Korean,44,male,55060.3261,27
2101,Korean,9,female,31846.21823,18
2102,Korean,9,female,31846.21823,18
2103,Korean,14,male,46194.72523,30
2104,Korean,13,female,31846.21823,30
2105,Korean,13,female,31846.21823,30
2106,Korean,32,male,31846.21823,27
2107,Korean,32,male,31846.21823,27
2108,Korean,29,male,31846.21823,15
2109,Korean,29,male,31846.21823,15
2110,Korean,17,female,31846.21823,27
2111,Korean,17,female,31846.21823,27
2112,Korean,12,female,31846.21823,18
2113,Korean,12,female,31846.21823,18
2114,Thai,2,female,7806.742211,0
2115,Thai,1,male,7806.742211,18
2116,Thai,8,female,7806.742211,18
2117,Thai,20,female,65297.51751,24
2118,Thai,12,female,7806.742211,15
2119,German,3,male,50137.66278,39
2120,German,12,female,46445.2491,30
2121,Portuguese,40,male,8717.186278,18
2122,Portuguese,45,male,8717.186278,9
2123,Portuguese,63,male,8717.186278,9
2124,Indonesian,16,female,4135.569263,15
2125,Russian,10,female,11584.99538,9
2126,Russian,28,female,11584.99538,21
2127,English,53,female,42330.11754,18
2128,English,301,female,65297.51751,21
2129,English,252,female,3485.084218,21
2130,English,278,female,65297.51751,18
2131,English,238,male,65297.51751,18
2132,Arabic,21,male,3019.205829,18
2133,Arabic,77,male,3019.205829,12
2134,Arabic,81,male,3204.095003,9
2135,Arabic,7,female,3019.205829,12
2136,Arabic,9,male,3019.205829,0
2137,Arabic,19,male,3019.205829,15
2138,Arabic,93,female,3019.205829,15
2139,Arabic,17,male,2032.6,9
2140,Turkish,29,male,9126.561346,9
2141,Chinese,121,female,10261.7,21
2142,Chinese,121,female,10261.7,21
2143,Chinese,40,female,10261.67925,18
2144,Chinese,132,male,10261.67925,15
2145,Chinese,98,female,10261.67925,15
2146,Chinese,47,female,10261.67925,12
2147,Chinese,78,male,10261.67925,39
2148,Chinese,59,female,10261.67925,24
2149,Chinese,52,female,10261.67925,12
2150,Japanese,13,male,40246.88013,27
2151,Spanish,73,female,16054.5,6
2152,Spanish,369,female,9946.033829,18
2153,Spanish,375,male,9946.033829,24
2154,Spanish,391,male,65297.51751,21
2155,Spanish,247,female,29600.37825,24
2156,Spanish,491,female,8717.186278,15
2157,Spanish,515,female,29600.37825,21
2158,Spanish,103,female,9946.033829,18
2159,Spanish,114,female,9946.033829,30
2160,Spanish,246,male,16054.5,6
2161,Spanish,60,female,4619.985258,9
2162,Spanish,163,male,29600.37825,21
2163,Spanish,271,female,9946.033829,18
2164,French,73,female,40493.92857,45
2165,French,157,female,65297.51751,12
2166,French,80,female,7411.836116,21
2167,French,145,female,40493.92857,36
2168,French,144,female,40493.92857,24
2169,French,153,female,40493.92857,30
2170,French,30,male,40493.92857,24
2171,French,99,female,40493.92857,30
2172,Korean,10,female,31846.21823,45
2173,Korean,10,female,31846.21823,45
2174,Korean,6,female,31846.21823,24
2175,Korean,6,female,31846.21823,24
2176,Korean,41,female,31846.21823,30
2177,Korean,41,female,31846.21823,30
2178,Korean,46,female,31846.21823,21
2179,Korean,46,female,31846.21823,21
2180,Korean,30,female,31846.21823,21
2181,Korean,30,female,31846.21823,21